Minutes jouées,Fatigue (%),Heures d’entraînement,Âge,Historique de blessures musculaires,Intensité des matchs (RPE),Position,Type de terrain,Température (°C),Humidité (%),Blessure musculaire
2483,85.31,11.0,21,1,6.4,Attaquant,Synthétique,31.98909507095801,37.259311472087205,1
3000,75.52,10.9,30,0,6.5,Milieu,Synthétique,15.151972692744177,34.70653382957501,1
1231,85.15,11.0,27,0,7.5,Attaquant,Mauvais,31.039793501394094,41.3519375857739,1
1787,76.49,12.3,21,0,7.7,Milieu,Naturel,10.381104032321405,55.5099077453654,1
2453,94.44,13.0,23,0,6.0,Milieu,Naturel,30.59697060363478,45.706171287432575,1
2995,88.88,11.6,18,0,6.9,Milieu,Naturel,29.019894115915335,83.28864303568119,0
2048,82.75,9.2,25,0,7.4,Gardien,Synthétique,23.845035189261324,56.75401570740426,0
3000,100.0,10.3,28,1,7.6,Défenseur,Synthétique,30.59593552305388,75.7709471035649,1
1857,95.17,7.5,27,0,6.5,Attaquant,Naturel,22.10440231580748,71.49279779953693,0
2070,90.45,10.0,25,0,8.2,Milieu,Naturel,16.688692267134506,88.30712191543952,0
2790,87.12,10.8,20,0,7.2,Attaquant,Mauvais,10.918641987910013,59.82690959159341,1
1138,85.38,8.3,20,1,8.5,Milieu,Naturel,26.5592225970468,33.84088378791546,1
1942,86.79,7.9,25,0,4.8,Défenseur,Naturel,19.180754759964877,65.60864639706281,1
1788,100.0,12.5,29,1,6.4,Défenseur,Naturel,10.745537242609778,82.20348149456424,1
1976,77.1,10.1,25,0,7.6,Défenseur,Naturel,20.351391928383926,63.490349821710595,0
2595,82.17,10.4,26,1,8.9,Défenseur,Naturel,34.63272640359044,48.32631376548821,1
2875,93.84,11.4,32,0,7.9,Milieu,Naturel,14.898741342677425,85.77102729098135,0
2880,99.92,10.9,24,0,6.8,Attaquant,Naturel,30.460985507579565,46.39673099777247,0
1091,82.16,11.8,29,1,7.4,Milieu,Naturel,28.003323807758967,42.82654437085571,1
2468,99.56,7.3,18,1,7.9,Gardien,Naturel,23.72248582900127,72.22755267547097,1
1588,83.42,10.6,33,0,8.3,Gardien,Synthétique,33.830813634510704,84.41288932961764,1
1377,88.21,9.1,24,1,5.1,Attaquant,Mauvais,12.10440194908626,74.84222439622931,1
1908,87.5,11.7,29,0,8.4,Défenseur,Synthétique,22.151088147360383,38.217551708755295,1
2064,76.68,12.2,28,1,3.8,Attaquant,Naturel,31.983332707449986,38.09207688819032,0
1416,80.95,11.8,22,0,4.2,Milieu,Naturel,18.68213938283799,74.81049727389927,0
2869,88.69,11.5,32,0,6.9,Gardien,Naturel,27.646918928189518,58.677389961338825,0
1337,77.79,10.4,21,1,7.5,Défenseur,Naturel,20.61479767576113,33.00312544255881,1
2573,90.93,10.2,27,0,5.1,Milieu,Synthétique,31.45448923888022,52.83559820794361,1
2632,96.08,10.0,28,1,9.8,Milieu,Synthétique,18.455739849358075,81.70634803806475,1
1710,99.82,11.3,26,0,6.1,Attaquant,Naturel,10.503210269791474,76.65811780942757,1
1445,76.87,10.9,26,0,8.2,Attaquant,Naturel,25.63533505011287,59.59864231664465,1
2347,85.59,9.1,18,0,4.6,Attaquant,Naturel,33.645326946565376,46.25798288836431,0
1251,78.3,9.3,20,0,8.3,Défenseur,Naturel,21.418641357219684,68.43462282538778,0
1651,85.63,10.1,23,0,5.1,Attaquant,Naturel,10.99315972827429,85.95869101654415,0
2742,91.73,10.5,22,1,7.3,Milieu,Mauvais,33.68498917647125,35.73544629720826,1
1262,79.31,10.4,25,1,8.5,Milieu,Naturel,12.795596339650084,69.55905890298976,1
1443,86.06,10.2,20,0,8.9,Milieu,Naturel,19.380710184276296,41.17830503341598,0
2302,85.55,9.9,21,1,7.6,Milieu,Naturel,19.349098774733065,86.04263330214584,1
2784,94.23,9.3,32,0,6.2,Milieu,Naturel,24.788136053208447,35.87447837350989,1
2533,100.0,9.4,25,1,5.0,Milieu,Naturel,18.229160487066228,38.46185184896783,1
1271,96.33,11.8,29,1,6.8,Milieu,Naturel,24.522566364248952,57.687246571093546,0
1142,99.47,8.6,24,1,4.4,Attaquant,Naturel,25.116736119830414,34.726244220778355,1
1447,93.74,9.9,22,0,7.4,Attaquant,Naturel,10.882341629049252,80.761162255056,1
2032,87.81,12.2,24,1,10.0,Attaquant,Naturel,16.591014160764505,30.664730980078765,1
2837,98.02,10.1,22,0,6.9,Milieu,Synthétique,30.504811441249473,49.73833999738932,1
1667,87.6,9.4,20,0,3.4,Défenseur,Naturel,23.952233496270733,42.0830965301672,0
2437,80.69,11.5,21,0,6.3,Milieu,Synthétique,18.689240794857028,52.135074607709484,1
2312,97.16,9.1,20,0,9.4,Milieu,Synthétique,23.25938498504462,62.82810382877184,1
2103,94.38,7.5,28,0,7.7,Défenseur,Naturel,32.31605141266882,35.28317026679478,1
1425,77.56,9.1,18,1,7.2,Gardien,Synthétique,30.49542336752809,64.3156348413508,1
2738,94.64,10.1,23,0,4.6,Attaquant,Naturel,25.450086642650042,52.221184102144164,0
1702,71.74,8.2,21,0,6.7,Attaquant,Naturel,34.418630997499925,35.266130467386354,0
1849,93.46,8.9,23,0,6.4,Défenseur,Synthétique,17.842452000970134,38.97146565055371,0
2397,86.28,12.4,20,0,7.4,Défenseur,Synthétique,12.520019430381275,70.56714817020733,1
1475,94.04,6.7,21,0,6.9,Milieu,Naturel,25.18090218417595,72.35429335914046,1
2193,86.77,12.5,25,0,6.3,Attaquant,Naturel,11.085185939789026,36.23837936174256,0
2469,83.5,7.8,21,0,7.0,Défenseur,Synthétique,10.373709071253812,68.82466760806173,1
2947,68.84,7.5,26,0,6.9,Attaquant,Synthétique,21.67006995578457,79.43268729379456,1
2573,95.11,6.8,27,1,7.7,Attaquant,Naturel,22.290179987167065,68.74339834563472,1
2469,100.0,11.2,29,0,1.5,Milieu,Synthétique,31.916234871322807,73.45143915021305,1
2426,80.16,9.2,27,0,6.4,Défenseur,Synthétique,34.394586446438524,46.94088034002063,0
824,81.71,11.9,28,0,8.6,Attaquant,Naturel,16.34107322585003,47.50597772340894,1
1145,66.06,8.1,18,0,6.4,Milieu,Mauvais,17.972435635685642,49.84726101985663,0
2207,74.48,13.4,23,1,7.3,Milieu,Naturel,33.66697916576718,46.31097295016539,1
2818,90.99,11.3,26,1,6.8,Défenseur,Naturel,12.096209750311914,32.746429938487786,0
1857,92.83,11.4,31,1,7.3,Attaquant,Naturel,18.787532068920928,77.09203718146964,0
2610,88.8,12.9,22,0,7.5,Gardien,Naturel,34.850111778829906,77.79104366143474,0
2243,87.49,13.3,29,0,5.5,Défenseur,Naturel,23.79514574148801,32.630889513889244,0
1730,76.93,12.2,28,1,3.6,Attaquant,Synthétique,25.099444297664963,51.60980254377979,1
1329,88.78,9.6,22,0,7.7,Défenseur,Naturel,25.539643608394513,31.834567347743537,0
1624,84.77,9.8,29,1,7.6,Milieu,Synthétique,22.6548721662531,81.16484367769493,1
1990,75.87,9.5,25,1,4.4,Milieu,Naturel,31.052443634848665,50.63758701294931,1
2720,87.88,10.7,18,0,4.8,Attaquant,Synthétique,13.681817205924308,82.63997182161859,0
1953,82.16,11.9,18,0,5.3,Gardien,Naturel,32.52478067191582,71.75590157333218,0
2116,89.93,6.8,26,0,6.1,Gardien,Naturel,31.586929692121267,84.51926612606775,0
2829,79.69,12.0,30,1,6.0,Attaquant,Synthétique,20.405266100418977,50.67104138551508,1
1679,85.71,11.5,21,1,5.4,Défenseur,Naturel,14.978205745398936,57.2789402917018,1
2874,87.48,11.1,21,0,6.4,Milieu,Naturel,16.35601401401652,63.61361704172946,0
2780,100.0,12.1,26,1,6.8,Attaquant,Synthétique,19.974442271727874,66.07829723910399,1
2474,72.27,9.1,27,0,7.1,Milieu,Naturel,21.95760186719597,30.4228005830505,1
2315,97.42,11.9,26,1,7.4,Gardien,Naturel,19.31018790423316,39.824590134615704,1
1487,89.74,9.1,25,1,8.4,Milieu,Synthétique,25.18234359275126,45.225351057903865,1
2855,90.21,8.9,29,0,6.8,Milieu,Synthétique,31.910482405690832,43.38593740215387,0
2284,64.35,7.4,25,0,9.2,Milieu,Naturel,25.0227755210555,31.321661205220465,1
2468,100.0,7.4,28,0,9.3,Défenseur,Synthétique,17.288655312130558,78.511956133617,1
2260,83.15,11.6,22,0,3.5,Gardien,Naturel,25.260271858169617,49.60610838576698,1
2380,83.57,9.7,25,0,3.2,Milieu,Naturel,27.849762783745586,32.166443766241834,1
1622,86.9,12.3,21,0,6.5,Milieu,Naturel,20.417802461404197,89.90271680568661,1
2180,94.28,10.1,25,0,7.2,Attaquant,Synthétique,34.32142815997823,80.81917008278397,0
3000,88.98,5.9,31,0,6.9,Défenseur,Naturel,19.958371186020273,55.01243874955752,1
1235,88.1,13.2,23,0,5.4,Défenseur,Synthétique,33.76490312775658,75.73909351709119,1
1147,74.37,9.2,19,0,6.2,Attaquant,Naturel,32.72664971261227,38.435033286482906,0
1162,88.72,11.3,31,1,8.4,Milieu,Synthétique,32.28183325338042,52.18546522967834,1
1896,88.29,8.7,21,0,6.3,Défenseur,Naturel,27.903089097896455,62.89535420075153,1
1426,100.0,11.1,23,0,9.1,Milieu,Naturel,12.417694448228097,52.78566010172209,1
2566,97.03,8.9,28,0,7.5,Milieu,Naturel,31.15953698105591,32.60282232538325,0
1898,74.09,11.1,31,0,7.7,Milieu,Naturel,19.399375873636778,66.6664835795868,0
1878,92.35,10.0,28,0,7.2,Gardien,Mauvais,10.336193732489326,54.87686667318954,1
2818,100.0,9.1,22,0,7.6,Défenseur,Naturel,11.703868857623675,69.13469258356406,0
1224,100.0,6.3,23,1,6.0,Milieu,Synthétique,30.6445667081181,40.52274340443388,1
1695,88.21,11.2,30,0,6.5,Défenseur,Naturel,16.233007409198617,85.09309576880938,1
2451,85.63,6.8,20,0,5.6,Milieu,Synthétique,28.869057866044454,37.29269915717606,1
1485,97.98,10.0,25,0,5.3,Défenseur,Synthétique,16.150879704098628,83.97235432715462,1
2375,100.0,13.5,32,0,8.3,Défenseur,Naturel,29.627795978332188,89.65004885472136,1
2100,78.78,10.0,25,0,8.5,Attaquant,Naturel,19.745952659773913,58.75287409299055,1
1982,86.57,12.3,23,1,8.5,Milieu,Mauvais,14.258190585514873,58.808404177927954,1
1401,92.31,12.1,24,0,5.9,Milieu,Synthétique,27.94973316451716,44.653562112688036,1
2408,85.58,13.5,33,0,8.1,Défenseur,Naturel,24.863965632886377,53.06835006459848,0
1489,86.89,10.7,21,0,8.6,Défenseur,Naturel,21.04485657185831,83.20656750155226,0
2397,94.11,9.6,29,0,8.3,Attaquant,Synthétique,27.08556837654257,33.69234133890986,1
1258,88.94,10.8,27,0,9.8,Attaquant,Naturel,21.53104158977682,48.30673831082862,0
2884,100.0,10.8,28,0,7.5,Attaquant,Mauvais,20.343666162177605,35.70826636418636,1
2457,80.4,8.7,18,0,6.4,Milieu,Mauvais,12.897592685870066,70.77018096991304,1
1464,89.27,7.7,28,0,4.3,Défenseur,Synthétique,30.416041552757477,78.34659793640394,1
1853,79.02,7.4,22,1,5.9,Milieu,Naturel,17.87610142831713,74.7932637923825,0
1733,83.64,7.1,29,0,7.0,Attaquant,Naturel,34.68763773864744,50.215422791954495,0
2160,94.19,11.6,18,1,9.4,Milieu,Mauvais,24.450693002068423,39.63902986034269,1
1769,75.46,9.8,27,0,9.0,Défenseur,Naturel,18.36472425401071,56.593933694765724,1
2585,97.07,10.7,20,1,6.2,Défenseur,Synthétique,22.744640672596468,44.76599404070808,1
2118,97.12,13.0,25,1,7.2,Milieu,Naturel,28.696429106330054,74.38170069248491,1
1537,83.64,10.8,23,1,7.5,Défenseur,Naturel,27.420092405871316,54.11256494287311,1
2445,100.0,11.3,18,0,5.1,Défenseur,Synthétique,13.319319680329125,59.27825005491309,1
1502,88.61,9.2,20,0,6.7,Milieu,Naturel,30.684629550405415,34.25208852709797,0
1450,97.11,10.9,24,0,6.4,Défenseur,Synthétique,23.728880583217666,44.6854777880506,1
2498,100.0,8.3,33,1,6.0,Gardien,Naturel,19.885372322630758,56.21910410765038,1
2642,85.66,8.2,21,1,10.0,Milieu,Naturel,31.053802536920976,88.56744738112135,1
1918,99.1,8.6,25,0,6.5,Attaquant,Naturel,13.61315926056416,89.599331250668,1
1368,82.56,10.1,31,0,10.0,Attaquant,Synthétique,10.676305560880225,36.53372333964293,1
1968,76.81,9.3,29,0,8.4,Milieu,Naturel,28.456188442263542,86.60816828121736,0
2190,80.26,11.1,22,0,8.2,Milieu,Naturel,14.595177732120206,73.91653062725354,1
2784,100.0,9.6,29,0,9.4,Milieu,Synthétique,34.84263467154431,49.22750282582257,0
1836,98.2,9.6,18,0,4.4,Défenseur,Synthétique,16.600618205795342,31.688031356203968,0
2492,100.0,6.9,32,0,5.4,Milieu,Naturel,33.89333005543994,57.65533778548121,0
2369,83.66,7.9,30,0,8.1,Milieu,Naturel,18.52856595876368,65.47528364700017,1
1336,97.48,12.6,21,0,6.3,Milieu,Synthétique,12.458231420818532,34.1224716270788,0
2736,97.26,7.5,18,0,7.3,Défenseur,Synthétique,17.233826323960912,77.8145791298632,1
1823,79.66,6.7,22,1,9.8,Milieu,Naturel,23.200949861739325,61.67174205960406,1
2429,91.37,9.1,28,0,9.1,Attaquant,Naturel,18.80089007281779,64.55941056816934,1
1028,73.25,12.1,24,1,7.4,Milieu,Synthétique,16.06624859178158,38.542201165023975,0
2565,92.53,10.0,22,0,2.7,Défenseur,Naturel,21.233800303187714,35.65420953359089,1
1290,75.43,10.4,25,1,6.1,Gardien,Naturel,14.746199630082753,42.91272258538907,0
2454,100.0,11.2,28,1,5.4,Défenseur,Synthétique,17.612096335316163,89.72270522607255,1
1553,95.26,14.9,25,0,7.6,Milieu,Naturel,29.238858935704332,58.84896058027957,0
2599,100.0,13.6,20,0,7.2,Milieu,Naturel,24.20481004719963,89.0973867002562,1
2414,99.94,9.6,30,0,5.1,Gardien,Synthétique,23.311648336296184,41.963646090447014,0
2493,100.0,10.2,20,0,7.4,Défenseur,Synthétique,33.37698312599153,60.39759170574422,1
1406,72.53,10.4,23,0,5.7,Milieu,Naturel,27.043337660873814,72.11073471880297,0
1195,72.93,12.9,18,1,5.5,Milieu,Naturel,22.904057863151785,37.27871391730576,1
1323,74.1,7.0,23,0,8.8,Milieu,Naturel,28.268888560367476,38.06432143376119,1
1507,91.44,11.0,27,0,6.4,Milieu,Naturel,29.043845792875963,69.18315464436049,0
1441,87.35,13.1,24,0,6.0,Milieu,Naturel,33.073543311435884,33.80801794286474,1
1581,97.16,9.5,20,0,6.3,Milieu,Synthétique,19.82739866534562,37.5049506579408,1
1475,89.04,10.1,23,0,7.2,Attaquant,Synthétique,16.285417998710887,47.71608678057853,1
1905,84.41,9.1,26,0,5.0,Gardien,Mauvais,26.04169557668701,42.2568570080291,1
1326,80.36,11.5,31,0,7.5,Milieu,Naturel,32.377855332912404,74.61849862646478,1
2308,100.0,10.7,24,0,8.8,Milieu,Naturel,11.607991108533083,37.927504065924026,1
1311,92.68,14.2,18,0,4.2,Milieu,Naturel,16.1538574299528,32.573295252307545,0
1623,86.46,11.9,20,1,9.0,Défenseur,Mauvais,22.477607326964744,62.91467363127285,1
2745,75.53,12.1,35,0,6.1,Milieu,Naturel,34.07063916827259,64.9310749759353,1
1152,84.6,8.0,30,0,6.6,Défenseur,Synthétique,14.377148626355353,63.36063047253222,1
1622,77.45,9.0,25,0,9.1,Milieu,Naturel,10.194874562576455,68.17624125329914,1
2797,94.94,10.0,23,1,5.5,Attaquant,Naturel,22.674291375976185,87.04282098594615,1
1575,89.42,8.0,31,1,5.0,Milieu,Naturel,31.478958819475043,58.2791272956177,1
1372,88.08,10.0,29,0,6.9,Milieu,Synthétique,29.473051196447486,42.4107897344028,1
1455,74.3,12.9,18,0,9.4,Attaquant,Synthétique,25.87433815261989,65.26206847071,1
2240,100.0,10.4,34,0,7.5,Attaquant,Mauvais,10.250231920605811,34.812011134580885,1
1157,78.13,8.6,29,1,6.8,Milieu,Synthétique,10.089214262782326,86.75277380232708,0
2952,87.63,8.6,23,0,5.3,Milieu,Mauvais,23.486100292859433,80.3942062000973,1
2819,77.58,8.1,18,0,8.1,Attaquant,Mauvais,24.507728753051325,57.5560134969642,1
2497,94.13,7.5,18,0,9.5,Milieu,Naturel,31.80724156632305,50.353878354168245,1
1736,82.4,8.7,19,0,8.3,Défenseur,Synthétique,16.038793345243484,86.1663341551776,1
2925,88.31,11.6,23,0,7.2,Milieu,Synthétique,34.207846530253335,44.84877370773063,1
1811,89.12,7.7,18,1,7.7,Milieu,Mauvais,10.238909801403716,83.2463648406443,1
2679,92.29,10.1,27,1,7.9,Défenseur,Naturel,33.83122267557163,42.456833039921506,1
2924,100.0,11.4,25,0,7.3,Attaquant,Naturel,31.497651094276105,42.39657859347378,1
1331,94.23,10.6,27,0,9.4,Défenseur,Synthétique,22.091829607501904,82.01429096447877,1
1186,85.6,10.4,18,0,6.0,Milieu,Naturel,16.43939720701561,88.90231776211564,1
1278,100.0,8.9,28,1,7.5,Défenseur,Synthétique,11.799102135605171,70.69447730247606,1
2014,83.35,12.5,25,0,7.7,Défenseur,Naturel,24.390410089521893,52.06632823060495,1
1841,99.51,11.3,32,0,4.4,Attaquant,Naturel,16.3373735996835,50.47710326107923,0
2272,95.77,7.5,21,0,8.3,Milieu,Synthétique,33.92479625515863,56.48839468858659,1
1871,73.71,8.6,24,0,8.2,Milieu,Naturel,31.57821136176443,64.07814754092897,0
1713,99.19,9.9,30,1,5.9,Attaquant,Naturel,19.063381599423433,69.42334709110222,1
2722,84.83,9.3,28,1,6.4,Milieu,Naturel,10.407088487151114,50.62682480299313,1
803,79.47,9.9,32,0,5.9,Gardien,Naturel,33.40245899599631,68.29599920799365,1
1144,86.35,12.3,29,1,5.0,Attaquant,Naturel,32.52347280063405,45.893641069881916,1
1190,77.84,7.6,27,1,10.0,Attaquant,Synthétique,25.267199512077095,45.62820897869389,1
2616,82.9,10.8,18,0,10.0,Gardien,Naturel,15.19765396944471,80.23845379823997,1
1969,100.0,7.9,27,1,9.1,Milieu,Naturel,17.188261357341496,53.39977632807505,1
2542,92.05,10.1,26,1,6.8,Milieu,Naturel,21.933877461550665,75.50170720298729,1
2175,100.0,11.7,30,0,7.3,Gardien,Naturel,33.85663196455835,89.98456267241465,1
2465,86.87,10.9,26,0,6.4,Défenseur,Naturel,19.472503532251366,31.351452584396583,1
2592,96.39,13.1,22,1,6.3,Défenseur,Synthétique,16.834730335193605,44.067861523360264,1
2629,82.97,13.2,24,0,7.2,Milieu,Synthétique,28.364804755109624,34.98927372735729,1
2702,86.56,9.3,24,0,5.3,Défenseur,Naturel,18.591810704986877,42.78731386263003,1
1648,89.27,11.7,31,0,7.0,Défenseur,Naturel,19.25650953944094,87.17743045018457,1
3000,100.0,9.3,26,0,7.8,Milieu,Synthétique,12.250090723527112,35.784336694432575,0
1706,75.04,10.2,25,0,2.9,Défenseur,Naturel,22.108741752560398,76.68383827328091,1
1599,82.21,9.4,23,0,7.7,Attaquant,Naturel,20.837202274472066,61.06678746557688,1
2218,73.86,10.3,31,0,4.7,Défenseur,Naturel,21.279300214894796,59.28370332696883,0
1465,75.76,11.7,23,0,6.1,Défenseur,Synthétique,24.30468895275373,40.65568643258675,1
2683,84.85,12.6,25,0,6.1,Attaquant,Mauvais,31.134432389079976,71.53039358472239,1
1454,61.51,10.0,28,1,7.0,Défenseur,Synthétique,18.425810540429488,57.739160489857206,1
1772,100.0,12.1,22,0,6.9,Milieu,Naturel,34.07300396855843,48.50571162883291,0
1795,72.36,8.7,22,0,9.1,Attaquant,Naturel,32.25986845562785,56.20211294365807,1
1742,88.37,9.8,27,0,6.1,Défenseur,Synthétique,28.22614485516178,38.88498723531167,0
1125,71.35,13.1,18,0,7.5,Milieu,Naturel,34.03510300076136,47.221651686745346,1
2661,88.08,9.7,26,0,9.2,Défenseur,Naturel,33.28976531960984,86.2217485342119,1
2757,74.99,5.0,33,0,4.9,Milieu,Naturel,34.08472858395989,65.89252984453292,0
1843,81.54,14.0,24,0,5.4,Défenseur,Naturel,32.10949818760008,85.60790763867325,1
2839,91.19,12.8,20,1,8.0,Milieu,Naturel,33.18074616476258,36.01968326011057,1
1931,93.51,13.7,26,0,7.5,Défenseur,Naturel,22.738241194058176,64.21957684197838,0
1334,82.53,6.9,35,0,4.4,Milieu,Naturel,28.658258174853497,85.78100184785043,1
2883,91.56,13.1,23,1,7.7,Attaquant,Naturel,34.068538715530885,84.99058161010717,1
1614,93.95,8.3,26,1,5.1,Défenseur,Mauvais,27.26999357494413,59.76704420688242,1
2799,100.0,12.4,29,0,7.4,Défenseur,Naturel,29.22276948278113,81.02455118658756,1
758,75.01,6.5,22,0,6.0,Milieu,Synthétique,25.054270981322954,88.3997867270177,0
2326,85.51,11.5,23,0,7.3,Milieu,Naturel,23.01382891660939,46.155987609909715,1
1416,90.06,9.9,20,0,6.5,Défenseur,Naturel,24.755964413260962,54.19925100013111,0
2428,81.89,9.4,18,0,8.3,Gardien,Naturel,19.721172673942718,46.6432332331884,1
2556,100.0,9.1,22,1,5.7,Milieu,Naturel,17.49798527191737,49.383823227051586,0
2784,90.24,10.2,21,0,7.2,Attaquant,Naturel,26.08716533450236,31.17260389784707,0
2456,83.4,12.6,30,1,7.3,Milieu,Naturel,18.925822395477667,73.46600024384273,1
2387,81.79,6.5,19,0,8.2,Milieu,Synthétique,26.23255273843464,69.04217798536679,1
2831,78.78,7.2,26,0,6.1,Défenseur,Synthétique,10.151243852449706,39.44345704783399,1
1644,88.86,12.5,22,0,5.2,Milieu,Naturel,16.5111083039675,70.74760795526367,1
2863,77.04,9.4,19,0,9.2,Attaquant,Naturel,10.19574157259575,46.64588792726171,1
1659,77.56,7.3,25,0,7.4,Attaquant,Synthétique,21.952473429385776,80.48571944677914,1
2760,96.88,11.2,18,0,8.4,Milieu,Synthétique,14.081878896603738,83.8084760985522,1
1421,96.1,13.0,21,0,9.0,Milieu,Naturel,23.909924707568443,64.86016022488005,0
2159,86.43,7.8,18,1,7.1,Milieu,Naturel,20.50949674833854,39.71735564161529,1
1341,72.61,8.5,25,0,7.3,Milieu,Synthétique,30.936743708376223,57.70047777985199,1
1433,79.52,11.1,28,0,8.5,Milieu,Synthétique,22.352040288375917,37.587692585270396,1
2899,100.0,14.5,20,0,8.0,Attaquant,Synthétique,21.28823830616364,60.853930135755334,1
1631,77.5,9.4,21,0,8.2,Défenseur,Naturel,18.929785335889143,31.858992644855903,0
2044,99.54,12.2,30,0,6.8,Gardien,Mauvais,16.41868505376096,67.33448918700026,1
1550,81.68,10.8,29,1,8.2,Gardien,Naturel,31.87864136352234,47.289729978313304,1
1436,89.04,9.2,30,1,7.7,Défenseur,Synthétique,29.510044484982807,86.96019929443568,1
1475,97.95,6.1,29,0,5.8,Milieu,Synthétique,32.96328594530584,37.45846002877508,0
1433,90.47,12.2,28,0,5.7,Défenseur,Synthétique,28.43341777853458,44.52854978875334,0
2032,75.37,9.8,24,1,8.2,Milieu,Synthétique,17.728743033801333,73.27769470124852,1
1664,81.63,10.7,24,1,6.4,Attaquant,Naturel,23.657025249754874,79.83138453003616,0
2441,73.13,7.1,24,1,7.3,Milieu,Synthétique,16.859480936306095,72.0043198676217,1
1028,77.49,11.7,21,0,6.8,Défenseur,Naturel,23.724880282472107,32.889906701660756,0
1426,93.93,10.9,33,0,7.1,Milieu,Naturel,19.563543097080323,33.68298990084037,1
1346,79.75,5.0,23,1,6.2,Attaquant,Synthétique,15.53398786548046,46.3839389987628,1
2712,95.16,9.9,21,0,6.9,Défenseur,Naturel,30.936935398857027,81.99449309782324,1
2556,93.29,10.2,24,0,7.5,Défenseur,Synthétique,14.812577612277796,45.21935318405675,1
1781,88.67,11.1,23,0,8.4,Attaquant,Naturel,23.674476652357907,53.42998595715072,0
1724,82.83,10.7,23,0,3.4,Attaquant,Naturel,15.685987368380852,55.0843959707407,0
1374,98.66,5.5,27,0,6.5,Défenseur,Naturel,29.900751942688018,52.527456961427106,1
3000,93.64,10.4,21,0,7.2,Défenseur,Naturel,18.24443523960167,60.28030968696721,0
2436,83.61,9.3,30,0,3.3,Milieu,Synthétique,28.044430475881192,77.55258778451059,0
2489,99.07,11.1,30,1,8.0,Milieu,Naturel,14.923064611695782,37.173812181864236,1
2387,79.34,14.0,18,0,7.1,Milieu,Naturel,31.087954959321884,88.01207453395548,1
2117,78.42,9.8,26,0,8.3,Attaquant,Naturel,31.283588138121157,50.61694995203152,0
1181,95.78,9.5,23,0,5.6,Milieu,Naturel,19.30810765831485,63.11544331535456,1
1789,96.6,10.5,21,1,7.2,Défenseur,Naturel,23.67679354738329,79.51675038442094,1
2839,88.21,8.9,28,0,8.1,Défenseur,Synthétique,18.99928550904837,69.90939539260515,1
3000,100.0,9.0,18,0,9.3,Défenseur,Naturel,31.795411557634264,57.21647196019453,0
2781,88.6,9.6,27,1,5.8,Milieu,Naturel,27.037131018137877,73.06705571431928,1
2513,98.81,12.1,25,0,7.1,Milieu,Mauvais,34.725016398914875,62.365984801151164,1
2137,82.99,10.7,24,1,5.5,Milieu,Mauvais,23.84725988593032,52.843480437982286,1
2272,91.31,11.3,24,0,6.1,Défenseur,Synthétique,33.1482360178092,47.75609423699864,1
2403,99.81,8.8,18,0,4.8,Défenseur,Naturel,23.61054644751377,75.17810921013537,0
3000,80.69,12.1,34,0,6.5,Milieu,Naturel,30.721702154500058,55.01919770887366,0
2991,100.0,13.5,27,0,6.0,Défenseur,Naturel,33.11318788930903,34.94747474696208,0
2558,77.51,9.9,18,0,9.9,Milieu,Synthétique,14.398470090506756,79.23022214823095,1
2614,86.29,11.1,27,0,3.8,Défenseur,Synthétique,15.12968117526664,71.9909433638586,1
1517,90.47,10.2,24,0,7.3,Défenseur,Naturel,22.39027352214472,47.79732572659465,0
2597,100.0,8.8,29,0,7.8,Milieu,Naturel,16.225502573849678,86.44754703765943,0
2762,72.22,8.4,25,0,7.8,Défenseur,Synthétique,30.249953161843877,49.286396825238526,1
1949,80.35,13.1,30,0,5.1,Attaquant,Naturel,25.489452829949812,30.668519092186543,1
665,69.92,10.3,23,0,8.3,Attaquant,Synthétique,25.934223660244836,61.56352364333202,1
2649,78.03,7.0,30,1,7.6,Milieu,Mauvais,25.110456806444063,31.175518820817178,1
1348,98.87,9.7,21,1,7.3,Attaquant,Naturel,24.290220838781032,41.98788361966045,1
1401,96.43,10.5,26,1,7.2,Attaquant,Naturel,31.13830712548848,73.83509048265162,1
2228,80.59,12.6,25,0,8.5,Milieu,Naturel,13.863962302318267,63.205240538470115,1
2543,89.08,9.5,24,1,8.0,Attaquant,Naturel,29.619967005931755,59.03035653610334,1
2713,93.89,11.1,24,0,6.9,Défenseur,Naturel,17.32969585381759,71.6056792232277,1
2002,96.89,10.0,26,0,10.0,Milieu,Naturel,18.374241996292668,31.24322246606168,1
2580,81.58,8.7,18,0,7.1,Attaquant,Naturel,34.289877900878,46.85537036542212,0
2605,94.93,9.9,30,0,9.1,Milieu,Synthétique,31.31662685734707,42.54130050533485,1
2179,100.0,10.5,24,0,4.4,Attaquant,Naturel,28.710453560964798,43.45521142323132,0
2306,86.13,9.8,19,0,8.9,Défenseur,Mauvais,23.288264802429733,83.42063691153874,1
2511,88.9,11.5,22,0,7.7,Attaquant,Naturel,12.872322596057195,85.4180312857308,0
1433,85.98,11.1,26,0,6.0,Défenseur,Synthétique,14.120568030807378,51.14757830093954,1
1647,70.08,10.7,24,1,6.8,Défenseur,Naturel,20.659156855597516,50.84257389345784,0
1623,100.0,11.2,23,1,6.7,Attaquant,Synthétique,24.183661744396325,61.76704171170994,1
1671,82.32,10.4,25,0,4.5,Milieu,Naturel,11.92807917374398,55.07567600850213,0
